zaznam	cas	radon[Bq/m3]	sum1	sum2	sum3	sum4	Teplota[C]	Vlhkost[%]	HV	Algorit.	
426	10.06.2019 08:35	42	2	12	6	0	23	51	9	1	
427	10.06.2019 09:35	65	0	11	16	0	24	51	9	1	
428	10.06.2019 10:35	69	3	18	10	0	24	52	9	1	
429	10.06.2019 11:35	64	3	16	10	0	24	52	9	1	
430	10.06.2019 12:35	84	1	20	14	0	24	53	9	1	
431	10.06.2019 13:35	69	4	15	13	0	24	53	9	1	
432	10.06.2019 14:35	67	2	15	12	0	24	53	9	1	
433	10.06.2019 15:35	65	1	8	18	0	24	54	9	1	
434	10.06.2019 16:35	70	1	20	8	0	24	54	9	1	
435	10.06.2019 17:35	57	0	9	14	0	24	54	9	1	
436	10.06.2019 18:35	70	0	11	17	0	24	55	9	1	
437	10.06.2019 19:35	75	1	20	10	0	24	55	9	1	
438	10.06.2019 20:35	50	4	10	10	0	24	56	9	1	
439	10.06.2019 21:35	111	0	29	15	0	24	56	9	1	
440	10.06.2019 22:35	58	2	9	14	0	24	56	9	1	
441	10.06.2019 23:35	89	1	18	17	0	24	57	9	1	
442	11.06.2019 00:35	53	1	16	5	0	24	57	9	1	
443	11.06.2019 01:35	61	1	12	12	0	24	57	9	1	
444	11.06.2019 02:35	74	2	11	18	0	24	57	9	1	
445	11.06.2019 03:35	89	2	20	15	0	24	57	9	1	
446	11.06.2019 04:35	74	3	12	17	0	24	57	9	1	
447	11.06.2019 05:35	46	2	10	8	0	24	57	9	1	
448	11.06.2019 06:35	49	1	11	8	0	24	58	9	1	
449	11.06.2019 07:35	69	1	13	14	0	24	58	9	1	
450	11.06.2019 08:35	51	1	10	10	0	24	58	9	1	
451	11.06.2019 09:35	64	2	15	10	0	24	58	9	1	
452	11.06.2019 10:35	51	1	9	11	0	24	58	9	1	
453	11.06.2019 11:35	50	0	8	11	0	25	58	9	1	
454	11.06.2019 12:35	73	2	17	11	0	25	58	9	1	
455	11.06.2019 13:35	57	2	13	9	0	25	57	9	1	
456	11.06.2019 14:35	68	0	13	13	0	25	57	9	1	
457	11.06.2019 15:35	55	2	10	11	0	25	57	9	1	
458	11.06.2019 16:35	49	2	11	8	1	25	57	9	1	
459	11.06.2019 17:35	67	4	17	9	0	25	56	9	1	
460	11.06.2019 18:35	52	2	6	14	0	25	56	9	1	
461	11.06.2019 19:35	70	2	13	14	0	25	56	9	1	
462	11.06.2019 20:35	70	3	14	13	0	25	56	9	1	
463	11.06.2019 21:35	44	0	12	5	0	25	56	9	1	
464	11.06.2019 22:35	52	2	9	11	0	25	56	9	1	
465	11.06.2019 23:35	47	2	7	11	0	25	57	9	1	
466	12.06.2019 00:35	81	1	14	17	0	25	57	9	1	
467	12.06.2019 01:35	70	1	16	11	0	25	57	9	1	
468	12.06.2019 02:35	97	1	17	20	0	25	57	9	1	
469	12.06.2019 03:35	78	3	15	15	0	25	57	9	1	
470	12.06.2019 04:35	89	1	13	21	0	25	57	9	1	
471	12.06.2019 05:35	78	1	14	16	0	25	57	9	1	
472	12.06.2019 06:35	81	1	15	16	0	25	57	9	1	
473	12.06.2019 07:35	99	4	18	20	0	25	57	9	1	
474	12.06.2019 08:35	76	2	15	14	0	25	57	9	1	
475	12.06.2019 09:35	97	0	22	15	0	25	57	9	1	
476	12.06.2019 10:35	52	2	9	11	0	25	56	9	1	
477	12.06.2019 11:35	72	4	14	14	0	25	55	9	1	
478	12.06.2019 12:35	76	0	16	14	0	25	54	9	1	
479	12.06.2019 13:35	53	1	7	14	0	25	54	9	1	
480	12.06.2019 14:35	63	1	15	10	0	25	53	9	1	
481	12.06.2019 15:35	54	2	9	12	0	26	53	9	1	
482	12.06.2019 16:35	56	2	13	9	0	26	52	9	1	
483	12.06.2019 17:35	59	2	10	13	0	26	53	9	1	
484	12.06.2019 18:35	46	2	10	8	0	26	53	9	1	
485	12.06.2019 19:35	36	0	5	9	0	26	53	9	1	
486	12.06.2019 20:35	31	1	6	6	0	26	53	9	1	
487	12.06.2019 21:35	53	0	12	9	0	25	54	9	1	
488	12.06.2019 22:35	100	3	20	19	0	25	54	9	1	
489	12.06.2019 23:35	105	1	27	14	0	25	55	9	1	
490	13.06.2019 00:35	165	1	29	35	0	25	55	9	1	
491	13.06.2019 01:35	157	5	30	31	0	25	55	9	1	
492	13.06.2019 02:35	199	3	45	32	0	25	55	9	1	
493	13.06.2019 03:35	171	3	35	32	0	25	54	9	1	
494	13.06.2019 04:35	169	1	38	28	0	25	54	9	1	
495	13.06.2019 05:35	164	3	32	32	0	25	54	9	1	
496	13.06.2019 06:35	197	0	34	43	0	25	54	9	1	
497	13.06.2019 07:35	257	2	58	43	0	25	53	9	1	
498	13.06.2019 08:35	124	2	28	21	0	25	53	9	1	
499	13.06.2019 09:35	141	1	22	34	0	25	52	9	1	
500	13.06.2019 10:35	130	2	23	29	0	25	51	9	1	
501	13.06.2019 11:35	147	3	33	26	0	25	51	9	1	
502	13.06.2019 12:35	137	3	20	35	0	25	51	9	1	
503	13.06.2019 13:35	127	1	29	22	0	25	51	9	1	
504	13.06.2019 14:35	150	1	32	28	0	25	51	9	1	
505	13.06.2019 15:35	100	2	21	19	1	25	51	9	1	
506	13.06.2019 16:35	92	1	17	20	0	25	51	9	1	
507	13.06.2019 17:35	118	1	30	17	0	25	52	9	1	
508	13.06.2019 18:35	116	5	25	21	0	25	52	9	1	
509	13.06.2019 19:35	141	5	30	26	0	25	52	9	1	
510	13.06.2019 20:35	137	3	28	26	0	25	53	9	1	
511	13.06.2019 21:35	115	1	18	27	0	25	54	9	1	
512	13.06.2019 22:35	90	0	15	20	0	25	55	9	1	
513	13.06.2019 23:35	131	1	35	16	0	25	55	9	1	
514	14.06.2019 00:35	144	1	38	18	0	25	55	9	1	
515	14.06.2019 01:35	191	4	40	34	0	25	55	9	1	
516	14.06.2019 02:35	165	2	30	34	0	25	55	9	1	
517	14.06.2019 03:35	135	2	20	32	0	25	56	9	1	
518	14.06.2019 04:35	171	3	39	27	0	25	56	9	1	
519	14.06.2019 05:35	122	2	14	33	0	25	56	9	1	
520	14.06.2019 06:35	125	1	21	27	0	25	56	9	1	
521	14.06.2019 07:35	135	3	28	24	0	25	56	9	1	
522	14.06.2019 08:35	145	1	30	26	0	25	56	9	1	
523	14.06.2019 09:35	177	3	32	36	0	25	56	9	1	
524	14.06.2019 10:35	142	1	28	27	0	25	55	9	1	
525	14.06.2019 11:35	98	1	22	16	0	25	55	9	1	
526	14.06.2019 12:35	107	2	18	24	0	25	54	9	1	
527	14.06.2019 13:35	69	1	10	17	0	25	54	9	1	
528	14.06.2019 14:35	43	0	9	8	0	25	54	9	1	
529	14.06.2019 15:35	73	0	18	10	0	26	54	9	1	
530	14.06.2019 16:35	73	3	16	12	0	26	54	9	1	
531	14.06.2019 17:35	47	3	7	11	0	26	54	9	1	
532	14.06.2019 18:35	73	0	13	15	0	26	54	9	1	
533	14.06.2019 19:35	52	0	12	8	0	26	54	9	1	
534	14.06.2019 20:35	55	0	8	13	0	26	54	9	1	
535	14.06.2019 21:35	70	1	12	15	0	26	54	9	1	
536	14.06.2019 22:35	64	1	17	8	0	25	55	9	1	
537	14.06.2019 23:35	70	0	9	18	0	25	56	9	1	
538	15.06.2019 00:35	49	0	8	11	0	25	56	9	1	
539	15.06.2019 01:35	47	2	13	5	0	25	57	9	1	
540	15.06.2019 02:35	55	2	11	10	0	25	57	9	1	
541	15.06.2019 03:35	57	2	15	7	0	25	57	9	1	
542	15.06.2019 04:35	68	1	11	15	0	25	57	9	1	
543	15.06.2019 05:35	70	1	13	14	0	25	57	9	1	
544	15.06.2019 06:35	65	4	15	10	0	25	57	9	1	
545	15.06.2019 07:35	87	2	18	15	0	26	56	9	1	
546	15.06.2019 08:35	74	5	13	15	0	26	56	9	1	
547	15.06.2019 09:35	103	3	23	16	0	26	56	9	1	
548	15.06.2019 10:35	109	1	19	22	0	26	56	9	1	
549	15.06.2019 11:35	111	3	22	20	0	26	56	9	1	
550	15.06.2019 12:35	72	1	11	16	0	26	57	9	1	
551	15.06.2019 13:35	67	2	18	7	0	26	57	9	1	
552	15.06.2019 14:35	101	1	19	19	0	26	56	9	1	
553	15.06.2019 15:35	101	1	23	15	0	26	56	9	1	
554	15.06.2019 16:35	81	2	16	15	0	26	55	9	1	
555	15.06.2019 17:35	140	2	26	27	0	26	55	9	1	
556	15.06.2019 18:35	150	6	33	24	0	26	55	9	1	
557	15.06.2019 19:35	198	4	36	39	0	26	55	9	1	
558	15.06.2019 20:35	185	3	29	41	0	26	55	9	1	
559	15.06.2019 21:35	113	2	21	22	0	26	55	9	1	
560	15.06.2019 22:35	126	1	26	22	0	26	55	9	1	
561	15.06.2019 23:35	171	2	33	32	0	26	55	9	1	
562	16.06.2019 00:35	150	4	21	36	0	26	55	9	1	
563	16.06.2019 01:35	124	3	25	22	0	26	55	9	1	
564	16.06.2019 02:35	158	3	35	26	0	25	56	9	1	
565	16.06.2019 03:35	127	2	21	28	0	25	56	9	1	
566	16.06.2019 04:35	98	1	19	19	0	25	56	9	1	
567	16.06.2019 05:35	85	4	13	20	0	25	55	9	1	
568	16.06.2019 06:35	113	4	22	21	0	26	55	9	1	
569	16.06.2019 07:35	95	1	23	14	0	25	55	9	1	
570	16.06.2019 08:35	139	2	27	27	0	25	55	9	1	
571	16.06.2019 09:35	134	3	27	25	0	25	55	9	1	
572	16.06.2019 10:35	85	1	12	21	0	25	55	9	1	
573	16.06.2019 11:35	90	2	18	17	0	25	55	9	1	
574	16.06.2019 12:35	130	0	24	27	0	25	54	9	1	
575	16.06.2019 13:35	71	4	17	11	0	25	53	9	1	
576	16.06.2019 14:35	91	1	17	19	0	25	53	9	1	
577	16.06.2019 15:35	88	3	19	16	0	25	52	9	1	
578	16.06.2019 16:35	101	1	18	22	0	25	52	9	1	
579	16.06.2019 17:35	121	4	19	29	0	25	52	9	1	
580	16.06.2019 18:35	75	0	17	13	0	25	51	9	1	
581	16.06.2019 19:35	85	1	16	18	0	25	51	9	1	
582	16.06.2019 20:35	100	0	24	16	0	25	51	9	1	
583	16.06.2019 21:35	129	0	34	18	0	25	50	9	1	
584	16.06.2019 22:35	119	2	34	14	0	25	50	9	1	
585	16.06.2019 23:35	131	6	26	27	0	25	50	9	1	
586	17.06.2019 00:35	139	1	26	30	0	25	50	9	1	
587	17.06.2019 01:35	129	3	33	19	0	25	50	9	1	
588	17.06.2019 02:35	124	2	24	26	0	25	50	9	1	
589	17.06.2019 03:35	104	2	20	22	0	25	50	9	1	
590	17.06.2019 04:35	124	2	26	24	0	25	50	9	1	
591	17.06.2019 05:35	91	2	22	15	0	25	50	9	1	
592	17.06.2019 06:35	147	0	34	26	0	25	49	9	1	
593	17.06.2019 07:35	137	2	32	24	0	25	49	9	1	
594	17.06.2019 08:35	120	3	25	24	0	25	49	9	1	
595	17.06.2019 09:35	155	0	26	37	0	25	49	9	1	
596	17.06.2019 10:35	105	0	19	24	0	25	49	9	1	
597	17.06.2019 11:35	123	1	19	31	0	25	49	9	1	
598	17.06.2019 12:35	119	2	24	25	0	25	48	9	1	
599	17.06.2019 13:35	82	0	15	19	0	25	48	9	1	
600	17.06.2019 14:35	75	1	19	12	0	25	48	9	1	
601	17.06.2019 15:35	87	0	19	17	0	25	47	9	1	
602	17.06.2019 16:35	74	2	16	15	0	25	47	9	1	
603	17.06.2019 17:35	96	5	22	18	0	25	47	9	1	
604	17.06.2019 18:35	101	0	18	24	0	25	47	9	1	
605	17.06.2019 19:35	91	1	21	17	0	25	47	9	1	
606	17.06.2019 20:35	103	3	24	19	0	25	47	9	1	
607	17.06.2019 21:35	94	4	16	23	0	25	47	9	1	
608	17.06.2019 22:35	113	3	22	25	0	25	47	9	1	
609	17.06.2019 23:35	131	3	28	26	0	25	48	9	1	
610	18.06.2019 00:35	109	1	23	22	0	25	48	9	1	
611	18.06.2019 01:35	130	0	26	27	0	25	49	9	1	
612	18.06.2019 02:35	110	4	22	23	0	25	49	9	1	
613	18.06.2019 03:35	135	6	29	26	0	25	49	9	1	
614	18.06.2019 04:35	105	3	20	23	0	25	49	9	1	
615	18.06.2019 05:35	93	3	18	20	0	25	49	9	1	
616	18.06.2019 06:35	155	3	34	29	0	25	49	9	1	
617	18.06.2019 07:35	135	4	23	32	0	25	49	9	1	
618	18.06.2019 08:35	146	0	32	28	0	25	48	9	1	
619	18.06.2019 09:35	102	1	21	22	0	24	48	9	1	
620	18.06.2019 10:35	121	1	18	32	0	25	48	9	1	
621	18.06.2019 11:35	119	1	20	29	0	25	48	9	1	
622	18.06.2019 12:35	97	0	22	18	0	25	48	9	1	
623	18.06.2019 13:35	104	0	24	19	0	25	48	9	1	
624	18.06.2019 14:35	74	4	18	13	0	25	47	9	1	
625	18.06.2019 15:35	96	0	23	17	0	25	47	9	1	
626	18.06.2019 16:35	82	1	16	18	0	25	47	9	1	
627	18.06.2019 17:35	82	2	15	19	0	25	47	9	1	
628	18.06.2019 18:35	79	3	19	14	0	25	47	9	1	
629	18.06.2019 19:35	108	2	27	18	0	25	47	9	1	
630	18.06.2019 20:35	128	3	25	28	0	25	47	9	1	
631	18.06.2019 21:35	120	1	24	26	0	25	47	9	1	
632	18.06.2019 22:35	146	1	34	26	0	25	48	9	1	
633	18.06.2019 23:35	131	3	24	30	0	25	48	9	1	
634	19.06.2019 00:35	178	1	39	34	0	25	48	9	1	
635	19.06.2019 01:35	117	2	27	21	0	25	48	9	1	
636	19.06.2019 02:35	162	2	34	32	0	25	49	9	1	
637	19.06.2019 03:35	142	1	22	36	0	25	49	9	1	
638	19.06.2019 04:35	113	2	21	25	0	25	49	9	1	
639	19.06.2019 05:35	135	2	36	19	0	25	49	9	1	
640	19.06.2019 06:35	201	2	36	45	0	25	50	9	1	
641	19.06.2019 07:35	181	6	32	41	0	25	50	9	1	
642	19.06.2019 08:35	176	2	41	30	0	25	50	9	1	
643	19.06.2019 09:35	195	4	37	41	0	25	51	9	1	
644	19.06.2019 10:35	205	4	43	39	0	25	51	9	1	
645	19.06.2019 11:35	170	3	27	41	0	25	51	9	1	
646	19.06.2019 12:35	160	2	30	34	0	25	51	9	1	
647	19.06.2019 13:35	122	3	22	27	0	25	51	9	1	
648	19.06.2019 14:35	95	1	21	17	0	25	51	9	1	
649	19.06.2019 15:35	92	3	22	15	0	25	51	9	1	
650	19.06.2019 16:35	91	2	24	13	0	25	50	9	1	
651	19.06.2019 17:35	89	1	16	20	0	25	50	9	1	
652	19.06.2019 18:35	124	1	36	14	0	25	50	9	1	
653	19.06.2019 19:35	119	3	23	25	0	25	50	9	1	
654	19.06.2019 20:35	104	1	23	19	0	25	50	9	1	
655	19.06.2019 21:35	124	6	25	25	0	25	50	9	1	
656	19.06.2019 22:35	150	0	36	24	0	25	51	9	1	
657	19.06.2019 23:35	152	1	30	31	0	25	51	9	1	
658	20.06.2019 00:35	132	1	26	27	0	25	51	9	1	
659	20.06.2019 01:35	175	3	40	30	0	25	51	9	1	
660	20.06.2019 02:35	111	3	18	26	0	25	52	9	1	
661	20.06.2019 03:35	179	6	42	29	0	25	52	9	1	
662	20.06.2019 04:35	130	1	25	27	0	25	51	9	1	
663	20.06.2019 05:35	137	0	26	29	0	25	51	9	1	
664	20.06.2019 06:35	95	3	17	21	0	25	51	9	1	
665	20.06.2019 07:35	127	2	22	29	0	25	51	9	1	
666	20.06.2019 08:35	137	3	37	18	0	25	51	9	1	
667	20.06.2019 09:35	187	1	43	32	0	25	51	9	1	
